"","PID","logSalePrice","GrLivArea","LotArea","Neighborhood_Int","Neighborhood","Age","StreetAlley","RemodSinceBuilt","LotShape","LandContour","LandSlope","LotConfig","IsOnMainroad","IsNearPark","IsNearRailroad","BsmtQual","RoofStyle","OverallQual","OverallCond","ExterQual","Exterior1st","Exterior2nd","BsmtExposure","Rate","BldgType","MSZoning","Foundation","TotalBsmtSF","Heating","KitchenQual","Fireplaces","GarageType","GarageQual","GarageCond","GarageFinish","GarageCars","KitchenAbvGr","PavedDrive","EnclosedPorch","SaleCondition","ScreenPorch","HouseStyle","BsmtFullBath","AllBathrooms","FullBath","FireplaceQu","Functional","TotRmsAbvGrd","BedroomAbvGr","HeatingQC","CentralAir","MSZoning_Int"
"12",527108030,5.39794000867204,2064,13128,14,"Gilbert",1,1,0,1,3,0,4,0,0,0,4,"Gable",8,5,4,"VinylSd","VinylSd",1,4.4106,"1Fam","RL","PConc",1074,"GasA",4,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"2Story",0,2.5,2,4,8,7,4,5,1,6
"13",532476050,5.41497334797082,2646,14330,23,"Veenker",32,1,0,1,0,0,2,0,0,0,4,"Gable",7,4,4,"WdShing","Wd Sdng",4,4.4106,"1Fam","RL","CBlock",1748,"GasA",4,4,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"SLvl",1,4,2,3,5,9,3,4,1,6
"14",906392100,5.41497334797082,1734,11645,18,"CollgCr",1,1,0,0,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",3,4.4106,"1Fam","RL","PConc",1734,"GasA",4,0,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"1Story",1,3,2,0,8,7,3,5,1,6
"15",528429120,5.62634036737504,2097,20896,21,"Somerst",1,1,1,2,1,0,4,0,0,1,5,"Gable",8,5,4,"VinylSd","VinylSd",2,4.4106,"1Fam","RL","PConc",2077,"GasA",5,1,"Attchd",3,3,"Fin",3,1,3,0,"Partial",0,"1Story",1,2.5,1,5,8,8,1,5,1,6
"16",909101330,4.54406804435028,498,8088,5,"Edwards",84,2,33,0,1,0,1,1,0,0,3,"Gable",2,3,3,"MetalSd","MetalSd",1,4.56784210526316,"1Fam","RL","BrkTil",498,"GasA",3,0,"Detchd",2,2,"Unf",1,1,1,100,"Normal",0,"1Story",0,1,1,0,8,3,1,3,0,6
"17",535478090,5.02118929906994,864,7000,11,"NAmes",44,1,0,0,1,0,1,1,0,0,3,"Gable",5,6,3,"Wd Sdng","Wd Sdng",1,4.56784210526316,"1Fam","RL","CBlock",864,"GasA",3,0,"Attchd",3,3,"Unf",1,1,3,0,"Normal",0,"1Story",0,1.5,1,0,8,5,3,4,1,6
"18",903233220,5.04139268515823,1324,6120,3,"BrkSide",76,1,54,0,1,0,1,0,0,0,3,"Gable",5,7,3,"MetalSd","MetalSd",1,4.56784210526316,"1Fam","RM","BrkTil",741,"GasA",4,0,"Detchd",2,3,"Unf",1,1,3,55,"Normal",0,"1.5Fin",0,1,1,0,8,7,3,4,1,5
"19",535178100,5.17026171539496,1370,10000,11,"NAmes",50,1,0,0,1,0,2,0,0,0,3,"Hip",5,6,3,"Wd Sdng","Wd Sdng",3,4.56784210526316,"1Fam","RL","CBlock",1058,"GasA",3,1,"Basment",3,3,"RFn",1,1,3,0,"Normal",120,"SLvl",1,2,1,3,8,6,3,5,1,6
"20",905101450,5.18892848376085,1068,8414,8,"Sawyer",43,1,40,0,1,0,1,0,0,0,3,"Hip",6,8,3,"HdBoard","HdBoard",1,4.56784210526316,"1Fam","RL","CBlock",1059,"GasA",3,0,"Attchd",3,3,"RFn",1,1,3,0,"Normal",0,"1Story",0,1.5,1,0,8,6,3,3,1,6
"21",527107020,5.23044892137827,1671,13041,14,"Gilbert",11,1,0,2,1,0,1,0,0,0,4,"Gable",6,5,3,"HdBoard","HdBoard",1,4.56784210526316,"1Fam","RL","PConc",781,"GasA",3,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"2Story",0,2.5,2,3,8,7,3,4,1,6
"22",528218060,5.23157152552842,1456,10237,14,"Gilbert",1,1,1,0,1,0,1,0,0,1,4,"Gable",6,5,4,"VinylSd","VinylSd",1,4.56784210526316,"1Fam","RL","PConc",728,"GasA",4,1,"Attchd",3,3,"Fin",2,1,3,0,"Partial",0,"2Story",0,2.5,2,4,8,8,3,5,1,6
"23",528290140,5.2380461031288,1671,10852,14,"Gilbert",6,1,0,1,1,0,1,0,0,1,4,"Gable",6,5,3,"VinylSd","VinylSd",1,4.56784210526316,"1Fam","RL","PConc",959,"GasA",3,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"2Story",1,3.5,2,3,8,7,3,5,1,6
"24",527356060,5.25503116334555,1552,11475,15,"NWAmes",31,1,0,0,1,0,1,0,0,1,4,"Gable",6,6,3,"VinylSd","VinylSd",1,4.56784210526316,"1Fam","RL","CBlock",713,"GasA",3,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"2Story",1,3.5,2,3,8,6,3,3,1,6
"25",907194130,5.28443073384452,1776,14006,18,"CollgCr",4,1,0,1,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",0,4.56784210526316,"1Fam","RL","PConc",936,"GasA",4,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"2Story",0,2.5,2,3,8,7,3,5,1,6
"26",909276070,5.28780172993023,1717,12400,19,"Crawfor",66,1,10,0,3,1,1,0,0,0,4,"Gable",5,6,3,"Wd Sdng","Wd Sdng",2,4.56784210526316,"1Fam","RL","CBlock",901,"GasA",3,1,"Attchd",3,3,"Unf",1,1,3,0,"Normal",113,"1.5Fin",0,1.5,1,4,8,7,2,3,1,6
"27",528480110,5.30281777563544,1716,8125,21,"Somerst",1,1,0,0,1,0,1,0,0,0,4,"Gable",6,5,4,"VinylSd","VinylSd",1,4.56784210526316,"1Fam","FV","PConc",858,"GasA",4,0,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"2Story",0,2.5,2,0,8,7,3,5,1,4
"28",909280070,5.33845649360461,1671,8170,19,"Crawfor",77,1,21,1,1,0,1,0,0,0,3,"Gable",7,7,4,"Stucco","Wd Sdng",1,4.56784210526316,"1Fam","RL","BrkTil",1022,"GasA",3,1,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"1.5Fin",0,2,2,4,8,7,4,5,1,6
"29",906420020,5.34242268082221,1915,10041,13,"SawyerW",14,1,0,1,1,0,1,0,0,0,4,"Gable",8,5,4,"HdBoard","HdBoard",2,4.56784210526316,"1Fam","RL","PConc",908,"GasA",4,1,"Attchd",3,3,"Fin",2,1,3,0,"Abnorml",0,"2Story",1,3.5,2,3,8,8,3,5,1,6
"30",527302080,5.35983548233989,2183,13837,15,"NWAmes",18,1,0,1,1,0,2,0,0,0,4,"Gable",7,5,4,"HdBoard","HdBoard",1,4.56784210526316,"1Fam","RL","PConc",1204,"GasA",4,0,"Attchd",3,3,"Unf",3,1,3,0,"Normal",0,"1.5Fin",0,2.5,2,0,8,9,4,4,1,6
"31",908178050,5.35983548233989,2314,11060,5,"Edwards",3,1,2,1,1,0,2,0,0,0,5,"Gable",7,5,4,"VinylSd","VinylSd",1,4.56784210526316,"1Fam","RL","PConc",1150,"GasA",4,1,"BuiltIn",3,3,"Fin",2,1,3,0,"Normal",0,"2Story",0,2.5,2,5,8,9,3,5,1,6
"32",528294070,5.36172783601759,2291,8738,14,"Gilbert",7,1,0,1,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",1,4.56784210526316,"1Fam","RL","PConc",975,"GasA",4,1,"BuiltIn",3,3,"Fin",2,1,3,0,"Normal",0,"2Story",0,2.5,2,3,8,8,4,5,1,6
"33",907265030,5.36172783601759,1654,8125,18,"CollgCr",4,1,0,0,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",1,4.56784210526316,"1Fam","RL","PConc",1654,"GasA",4,0,"Attchd",3,3,"Unf",3,1,3,0,"Normal",0,"1Story",1,3,2,0,8,6,3,5,1,6
"34",528172150,5.4456042032736,1914,13215,26,"NridgHt",2,1,0,1,1,0,2,0,0,0,4,"Gable",8,5,4,"VinylSd","VinylSd",1,4.56784210526316,"1Fam","RL","PConc",1420,"GasA",4,1,"BuiltIn",3,3,"RFn",3,1,3,0,"Normal",0,"2Story",1,3.5,2,3,8,9,3,5,1,6
"35",528315070,5.45636603312904,1976,9660,27,"NoRidge",8,1,0,1,1,0,1,0,0,0,4,"Gable",8,5,4,"VinylSd","VinylSd",1,4.56784210526316,"1Fam","RL","PConc",1044,"GasA",4,1,"Attchd",3,3,"Fin",3,1,3,0,"Normal",0,"2Story",1,3.5,2,5,8,7,3,5,1,6
"36",903430130,4.72015930340596,693,4118,4,"OldTown",65,2,9,1,2,1,2,1,0,0,3,"Gable",4,4,3,"Wd Sdng","Wd Sdng",1,4.72230434782609,"1Fam","RM","CBlock",693,"Grav",2,0,"NoGarage",0,0,"NoGarage",0,1,1,0,"Normal",0,"1Story",0,1,1,0,8,4,2,2,0,5
"37",910203230,4.92941892571429,641,7030,2,"IDOTRR",81,1,25,0,1,0,1,0,0,0,3,"Gable",4,6,3,"MetalSd","MetalSd",1,4.72230434782609,"1Fam","RM","BrkTil",641,"GasA",2,0,"Detchd",3,3,"Unf",1,1,1,70,"Normal",0,"1Story",0,1,1,0,8,4,2,4,1,5
"38",535377100,4.93901977644867,720,7008,4,"OldTown",106,1,98,0,1,0,2,0,0,0,2,"Gable",4,8,3,"MetalSd","MetalSd",1,4.72230434782609,"1Fam","RL","BrkTil",448,"GasA",2,0,"Attchd",2,3,"Unf",1,1,3,70,"Normal",0,"1.5Fin",0,1,1,0,8,5,1,5,1,6
"39",902134060,4.98632377705077,1376,7614,4,"OldTown",101,2,45,0,1,1,1,0,0,0,3,"Gable",3,5,3,"MetalSd","MetalSd",2,4.72230434782609,"1Fam","RM","BrkTil",738,"GasA",3,0,"Detchd",3,3,"Unf",1,1,1,104,"Normal",225,"2Story",0,1,1,0,8,7,2,4,1,5
"40",527404180,4.98900461569854,874,7200,11,"NAmes",35,1,0,0,1,0,1,0,0,0,3,"Gable",4,4,3,"HdBoard","HdBoard",1,4.72230434782609,"1Fam","RL","CBlock",864,"GasA",3,0,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"1Story",0,1.5,1,0,8,5,3,3,1,6
"41",908228040,5.02077548819356,1221,9738,5,"Edwards",82,1,26,0,1,0,1,0,0,0,3,"Gable",5,7,3,"AsbShng","AsbShng",1,4.72230434782609,"1Fam","RL","BrkTil",784,"GasA",3,0,"Attchd",3,3,"Unf",1,1,3,236,"Normal",0,"1.5Fin",1,2,1,0,8,7,4,4,1,6
"42",909101190,5.07371835034612,2230,6204,6,"SWISU",94,1,38,0,2,0,1,0,0,0,3,"Gable",4,5,4,"Wd Sdng","Wd Sdng",1,4.72230434782609,"1Fam","RL","PConc",795,"GasA",3,0,"Detchd",3,4,"Unf",1,1,3,0,"Normal",0,"2.5Fin",1,2,1,0,8,10,5,3,0,6
"43",907227090,5.07881918309885,864,7200,18,"CollgCr",34,1,0,0,0,0,1,0,0,0,3,"Gable",5,8,3,"VinylSd","VinylSd",1,4.72230434782609,"1Fam","RL","CBlock",864,"GasA",3,0,"Detchd",3,3,"Unf",1,1,3,0,"Normal",0,"1Story",0,1,1,0,8,5,3,5,1,6
"44",535478070,5.07918124604763,1045,7400,11,"NAmes",44,1,0,0,1,0,2,1,0,0,3,"Gable",7,6,3,"Wd Sdng","Wd Sdng",1,4.72230434782609,"1Fam","RL","CBlock",1045,"GasA",3,0,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"1Story",1,2,1,0,8,6,3,4,1,6
"45",534479300,5.08278537031645,936,9888,11,"NAmes",52,1,21,0,1,0,1,0,0,0,3,"Gable",5,6,3,"MetalSd","MetalSd",1,4.72230434782609,"1Fam","RL","CBlock",936,"GasA",3,0,"Attchd",3,3,"Unf",1,1,3,160,"Normal",0,"1Story",0,1,1,0,8,5,2,3,1,6
"46",535478110,5.09342168516223,1025,7000,11,"NAmes",44,1,0,0,1,0,1,1,0,0,3,"Gable",5,5,3,"MetalSd","MetalSd",3,4.72230434782609,"2fmCon","RL","CBlock",1025,"GasA",3,0,"NoGarage",0,0,"NoGarage",0,1,3,0,"Normal",0,"SFoyer",1,2,1,0,8,6,3,3,1,6
"47",534202020,5.0948203803548,1051,9759,11,"NAmes",40,1,0,1,1,0,1,0,0,0,3,"Gable",5,5,3,"Plywood","Plywood",1,4.72230434782609,"1Fam","RL","CBlock",1051,"GasA",3,0,"Attchd",3,3,"RFn",1,1,3,0,"Normal",0,"1Story",1,2,1,0,8,6,3,3,1,6
"48",535152280,5.12057393120585,1364,8400,11,"NAmes",49,1,0,0,1,0,2,1,0,0,2,"Gable",5,5,3,"BrkFace","BrkFace",2,4.72230434782609,"1Fam","RL","CBlock",1179,"GasA",3,1,"Attchd",3,3,"RFn",1,1,3,0,"Normal",0,"1Story",0,1.5,1,4,8,6,3,4,1,6
"49",905451410,5.13672056715641,1057,10519,5,"Edwards",51,1,44,0,1,0,1,0,0,0,3,"Hip",5,8,3,"MetalSd","MetalSd",2,4.72230434782609,"1Fam","RL","CBlock",1057,"GasA",4,0,"Attchd",3,3,"Unf",1,1,3,0,"Normal",0,"1Story",0,1.5,1,0,8,6,3,4,1,6
"50",534427090,5.14612803567824,1095,10382,11,"NAmes",48,1,0,0,1,0,1,0,0,0,3,"Hip",6,5,3,"HdBoard","HdBoard",4,4.72230434782609,"2fmCon","RL","CBlock",588,"GasA",3,0,"Attchd",3,3,"RFn",1,1,3,0,"Normal",0,"SLvl",1,2,1,0,8,6,2,3,1,6
"51",531375070,5.15381486434453,1141,13072,13,"SawyerW",1,1,0,0,1,0,1,0,0,1,4,"Gable",6,5,4,"VinylSd","VinylSd",1,4.72230434782609,"1Fam","RL","PConc",1141,"GasA",3,0,"Detchd",3,3,"Unf",2,1,3,0,"Abnorml",0,"1Story",0,1.5,1,0,8,6,3,5,1,6
"52",923275080,5.15381486434453,1003,7937,12,"Mitchel",22,1,0,1,1,0,4,0,0,0,3,"Gable",6,6,3,"HdBoard","HdBoard",3,4.72230434782609,"1Fam","RL","CBlock",1003,"GasA",3,0,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"SLvl",1,2,1,0,8,6,3,3,1,6
"53",535152070,5.15533603746506,1144,8163,11,"NAmes",47,1,0,0,1,0,1,0,0,0,3,"Gable",5,6,3,"HdBoard","HdBoard",3,4.72230434782609,"1Fam","RL","CBlock",1144,"GasA",3,1,"Attchd",3,3,"RFn",1,1,3,0,"Normal",0,"SLvl",1,2,1,3,8,6,3,3,1,6
"54",532353030,5.15836249209525,1211,9240,8,"Sawyer",44,1,40,1,1,0,1,0,0,0,3,"Hip",5,6,3,"HdBoard","HdBoard",1,4.72230434782609,"1Fam","RL","CBlock",864,"GasA",3,1,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"1Story",0,1,1,3,7,6,2,4,1,6
"55",923226150,5.16583762469013,1652,11836,12,"Mitchel",36,1,0,1,1,0,2,0,0,0,3,"Gable",5,5,3,"Plywood","Plywood",1,4.72230434782609,"Duplex","RL","CBlock",1652,"GasA",3,0,"2Types",3,3,"Unf",3,2,3,0,"Normal",0,"1Story",0,2,2,0,8,8,4,3,1,6
"56",905107070,5.17464119266045,1400,7844,8,"Sawyer",28,1,0,0,1,0,1,0,0,0,3,"Hip",6,7,3,"HdBoard","HdBoard",1,4.72230434782609,"1Fam","RL","CBlock",672,"GasA",3,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"2Story",0,1.5,1,3,8,6,3,3,1,6
"57",923203100,5.18610837981321,1337,4500,12,"Mitchel",8,1,0,0,1,0,0,0,0,0,5,"Hip",6,5,3,"VinylSd","VinylSd",1,4.72230434782609,"TwnhsE","RM","PConc",1237,"GasA",3,0,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"1Story",1,3,2,0,8,5,2,5,1,5
"58",534403280,5.20411998265593,1251,8800,11,"NAmes",42,1,0,0,1,0,1,0,0,0,3,"Hip",6,6,3,"HdBoard","HdBoard",1,4.72230434782609,"1Fam","RL","CBlock",1251,"GasA",3,2,"Attchd",3,3,"RFn",1,1,3,0,"Normal",0,"1Story",1,2,1,4,8,6,3,3,1,6
"59",527376110,5.21192108430851,1664,10140,15,"NWAmes",30,1,0,0,1,0,1,0,0,0,4,"Gable",7,5,3,"HdBoard","HdBoard",1,4.72230434782609,"1Fam","RL","PConc",832,"GasA",3,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",259,"2Story",0,2.5,2,3,8,8,4,3,1,6
"60",528188040,5.23489674573159,1405,3136,26,"NridgHt",3,1,0,1,1,0,2,0,0,0,4,"Gable",7,5,4,"VinylSd","Wd Shng",1,4.72230434782609,"TwnhsE","RL","PConc",1405,"GasA",4,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"1Story",0,2,2,4,8,6,2,5,1,6
"61",533223010,5.26458172923808,1452,3735,21,"Somerst",7,1,0,0,1,0,3,0,0,0,4,"Hip",7,5,4,"MetalSd","MetalSd",1,4.72230434782609,"TwnhsE","FV","PConc",691,"GasA",4,0,"Detchd",3,3,"Unf",2,1,3,0,"Normal",0,"2Story",1,3.5,2,0,8,6,3,5,1,4
"62",531376050,5.26693691115917,1585,7632,13,"SawyerW",1,1,0,1,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",1,4.72230434782609,"1Fam","RL","PConc",784,"GasA",4,0,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"2Story",0,2.5,2,0,8,7,3,5,1,6
"63",526354020,5.28352736486169,1851,11727,11,"NAmes",37,1,0,0,1,0,2,0,0,0,3,"Gable",7,6,3,"HdBoard","HdBoard",2,4.72230434782609,"1Fam","RL","CBlock",1851,"GasA",3,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"1Story",0,2,2,3,8,8,3,4,1,6
"64",907410100,5.29181268746712,1611,8400,18,"CollgCr",1,1,0,0,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",3,4.72230434782609,"1Fam","RL","PConc",784,"GasA",4,0,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"2Story",0,2.5,2,0,8,6,3,5,1,6
"65",528181040,5.30677875303771,1368,6792,26,"NridgHt",1,1,1,1,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",1,4.72230434782609,"TwnhsE","RL","PConc",1368,"GasA",4,1,"Attchd",3,3,"RFn",2,1,3,0,"Partial",0,"1Story",0,2,2,4,8,6,2,5,1,6
"66",907401050,5.31597034545692,1390,8810,18,"CollgCr",3,1,0,0,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",1,4.72230434782609,"1Fam","RL","PConc",1390,"GasA",4,0,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"1Story",1,3,2,0,8,7,3,5,1,6
"67",909425180,5.33745926129066,1647,12984,19,"Crawfor",29,1,0,0,2,0,1,0,0,0,4,"Gable",5,6,3,"Plywood","Plywood",2,4.72230434782609,"1Fam","RL","CBlock",1430,"GasA",4,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"1Story",1,3,2,3,8,7,3,5,1,6
"68",906394040,5.35218251811136,1614,9316,18,"CollgCr",1,1,0,0,1,0,1,0,0,0,4,"Gable",7,5,4,"VinylSd","VinylSd",4,4.72230434782609,"1Fam","RL","PConc",1614,"GasA",4,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"1Story",0,2,2,4,8,7,3,5,1,6
"69",527325160,5.37106786227174,2263,16659,15,"NWAmes",29,1,17,1,1,0,2,0,1,0,3,"Gable",7,7,3,"Plywood","Plywood",1,4.72230434782609,"1Fam","RL","CBlock",795,"GasA",4,1,"Attchd",3,3,"Fin",2,1,3,0,"Normal",0,"2Story",1,3.5,2,3,8,9,3,2,1,6
"70",528120110,5.4401216031878,2098,10240,26,"NridgHt",1,1,0,0,1,0,1,0,0,0,4,"Gable",8,5,4,"VinylSd","VinylSd",2,4.72230434782609,"1Fam","RL","PConc",1030,"GasA",5,1,"Attchd",3,3,"RFn",3,1,3,0,"Normal",0,"2Story",0,2.5,2,4,8,8,3,4,1,6
"71",528180080,5.45101845215546,1565,5911,26,"NridgHt",1,1,0,0,1,0,1,0,0,0,5,"Hip",9,5,5,"MetalSd","MetalSd",1,4.72230434782609,"TwnhsE","RL","PConc",1560,"GasA",5,1,"Attchd",3,3,"RFn",2,1,3,0,"Normal",0,"1Story",1,3,2,4,8,6,2,5,1,6
"72",528116030,5.51321760006794,1850,16033,26,"NridgHt",2,1,1,1,1,0,0,0,0,0,5,"Hip",9,5,4,"VinylSd","VinylSd",4,4.72230434782609,"1Fam","RL","PConc",1833,"GasA",4,1,"Attchd",3,3,"Fin",3,1,3,0,"Normal",0,"1Story",1,3,2,4,8,8,3,5,1,6
"73",921205030,5.56808433131539,2028,11443,22,"Timber",1,1,1,0,1,0,1,0,0,0,5,"Hip",8,5,4,"VinylSd","VinylSd",4,4.72230434782609,"1Fam","RL","PConc",1868,"GasA",4,2,"Attchd",3,3,"RFn",3,1,3,0,"Partial",0,"1Story",1,3,2,4,8,7,2,5,1,6
"74",528150080,5.57100617368231,1792,13758,26,"NridgHt",1,1,1,1,1,0,1,0,0,0,5,"Gable",9,5,5,"VinylSd","VinylSd",4,4.72230434782609,"1Fam","RL","PConc",1792,"GasA",4,1,"Attchd",3,3,"RFn",3,1,3,0,"Partial",0,"1Story",1,3,2,4,8,6,2,5,1,6
"75",528327010,5.60745502321467,2855,9233,27,"NoRidge",6,1,0,1,1,0,1,0,0,0,5,"Gable",9,5,4,"VinylSd","VinylSd",3,4.72230434782609,"1Fam","RL","PConc",1540,"GasA",5,1,"Attchd",3,3,"RFn",3,1,3,0,"Normal",0,"2Story",1,3.5,2,3,8,9,4,5,1,6
"76",923226180,4.86332286012046,630,1470,0,"MeadowV",36,1,0,0,1,0,1,0,0,0,4,"Gable",4,6,3,"CemntBd","CmentBd",3,4.98536842105263,"Twnhs","RM","CBlock",630,"GasA",3,0,"NoGarage",0,0,"NoGarage",0,1,3,0,"Normal",0,"SFoyer",1,2,1,0,8,3,1,3,1,5
"77",911225110,4.89209460269048,936,8520,2,"IDOTRR",90,0,34,0,2,0,1,0,0,0,2,"Gable",3,5,3,"MetalSd","MetalSd",1,4.98536842105263,"1Fam","C (all)","PConc",216,"GasA",3,0,"NoGarage",0,0,"NoGarage",0,1,1,0,"Normal",0,"1.5Fin",0,1,1,0,8,6,2,2,0,1
"78",902325160,4.89762709129044,1440,5000,4,"OldTown",106,1,50,0,1,0,2,0,0,0,3,"Gable",5,4,3,"Wd Sdng","Wd Sdng",1,4.98536842105263,"1Fam","RM","BrkTil",540,"GasA",3,0,"Attchd",2,3,"Unf",1,1,3,77,"Normal",0,"1.5Fin",0,1,1,0,8,6,3,4,0,5
"79",905477010,4.96848294855393,1124,8335,5,"Edwards",52,1,0,0,1,0,2,0,0,0,0,"Gable",5,5,3,"Wd Sdng","Wd Sdng",0,4.98536842105263,"1Fam","RL","Slab",0,"GasA",3,1,"NoGarage",0,0,"NoGarage",0,1,1,190,"Normal",0,"1Story",0,1,1,4,6,5,3,4,1,6
